stego/long_drums.WAV.firstChannel.soxed005_long_drums.WAV.firstChannel.soxed005.wav.50perc_LSBR.wav,2
stego/ZOOM0022.WAV.secondChannel.soxed003_ZOOM0022.WAV.secondChannel.soxed003.wav.100perc_LSBR.wav,4
stego/long_drums.WAV.firstChannel.soxed050_long_drums.WAV.firstChannel.soxed050.wav.100perc_LSBR.wav,2
stego/ZOOM0025.WAV.firstChannel.soxed016_ZOOM0025.WAV.firstChannel.soxed016.wav.25perc_LSBR.wav,1
stego/sine.wav.secondChannel.soxed002_sine.wav.secondChannel.soxed002.wav.100perc_LSBR.wav,4
stego/pink_noise_2.wav.secondChannel.soxed002_pink_noise_2.wav.secondChannel.soxed002.wav.100perc_LSBR.wav,4
stego/sine.wav.firstChannel.soxed001_sine.wav.firstChannel.soxed001.wav.25perc_LSBR.wav,1
stego/long_drums.WAV.firstChannel.soxed013_long_drums.WAV.firstChannel.soxed013.wav.25perc_LSBR.wav,1
stego/pink_noise_3.wav.firstChannel.soxed020_pink_noise_3.wav.firstChannel.soxed020.wav.50perc_LSBR.wav,2
stego/pink_noise_3.wav.firstChannel.soxed009_pink_noise_3.wav.firstChannel.soxed009.wav.25perc_LSBR.wav,1
stego/long_drums.WAV.secondChannel.soxed058_long_drums.WAV.secondChannel.soxed058.wav.75perc_LSBR.wav,3
stego/ZOOM0023.WAV.secondChannel.soxed011_ZOOM0023.WAV.secondChannel.soxed011.wav.100perc_LSBR.wav,4
cover/long_drums.WAV.firstChannel.soxed022.wav,0
stego/ZOOM0025.WAV.secondChannel.soxed009_ZOOM0025.WAV.secondChannel.soxed009.wav.75perc_LSBR.wav,1
cover/pink_noise_3.wav.firstChannel.soxed021.wav,0
stego/pink_noise_1.wav.firstChannel.soxed013_pink_noise_1.wav.firstChannel.soxed013.wav.50perc_LSBR.wav,2
stego/pink_noise_2.wav.secondChannel.soxed011_pink_noise_2.wav.secondChannel.soxed011.wav.75perc_LSBR.wav,3
stego/long_drums.WAV.secondChannel.soxed014_long_drums.WAV.secondChannel.soxed014.wav.50perc_LSBR.wav,2
stego/pink_noise_2.wav.secondChannel.soxed012_pink_noise_2.wav.secondChannel.soxed012.wav.75perc_LSBR.wav,3
cover/sine.wav.firstChannel.soxed007.wav,0
stego/pink_noise_3.wav.secondChannel.soxed004_pink_noise_3.wav.secondChannel.soxed004.wav.100perc_LSBR.wav,4
stego/ZOOM0023.WAV.secondChannel.soxed004_ZOOM0023.WAV.secondChannel.soxed004.wav.25perc_LSBR.wav,1
cover/long_drums.WAV.secondChannel.soxed024.wav,0
stego/long_drums.WAV.secondChannel.soxed048_long_drums.WAV.secondChannel.soxed048.wav.100perc_LSBR.wav,4
stego/ZOOM0024.WAV.secondChannel.soxed004_ZOOM0024.WAV.secondChannel.soxed004.wav.100perc_LSBR.wav,4
stego/ZOOM0024.WAV.secondChannel.soxed021_ZOOM0024.WAV.secondChannel.soxed021.wav.100perc_LSBR.wav,4
stego/ZOOM0024.WAV.secondChannel.soxed011_ZOOM0024.WAV.secondChannel.soxed011.wav.50perc_LSBR.wav,2
